Document Title,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page
Compact Descriptors for Visual Search,"Peking Univ., Beijing, China",IEEE MultiMedia,20140722,2014,21,3,30,40
Inkling: An Executable Paper System for Reviewing Scientific Applications,"Center for Comput. & Technol., Louisiana State Univ., Baton Rouge, LA, USA",2013 International Conference on Social Computing,20140102,2013,,,917,922
A Comprehensive Literature Review of File Carving,"Inst. of IT Security Res., St. Poelten Univ. of Appl. Sci., St. Polten, Austria","2013 International Conference on Availability, Reliability and Security",20131107,2013,,,475,484
Review efforts reduction by partitioning of static analysis warnings,"TRDDC, 54-B, Hadapsar Industrial Estate, Pune, MH, 411013, India",2013 IEEE 13th International Working Conference on Source Code Analysis and Manipulation (SCAM),20131028,2013,,,106,115
Teaching developer skills in the first software engineering course,"Department of Computer Science, Wayne State University, Detroit, MI 48202, U.S.A.",2013 35th International Conference on Software Engineering (ICSE),20130926,2013,,,1109,1116
Visualizing Software Metrics with Service-Oriented Mining Software Repository for Reviewing Personal Process,"Grad. Sch. of Syst. Inf., Kobe Univ., Kobe, Japan","2013 14th ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",20130916,2013,,,549,554
Analysis of Field Data on Web Security Vulnerabilities,"Centre for Inf. & Syst., Univ. of Coimbra, Coimbra, Portugal",IEEE Transactions on Dependable and Secure Computing,20140409,2014,11,2,89,100
Macho: A failure model-oriented adaptive cache architecture to enable near-threshold voltage scaling,"Department of Information & Communication Engineering, Korea Advanced Institute of Science & Technology, Korea",2013 IEEE 19th International Symposium on High Performance Computer Architecture (HPCA),20130603,2013,,,532,541
Learning to Relate Images,"University of Montreal, Montreal",IEEE Transactions on Pattern Analysis and Machine Intelligence,20130617,2013,35,8,1829,1846
Automated architectural reviews with Semmle,"Certipost, Erembodegem, Belgium",2012 28th IEEE International Conference on Software Maintenance (ICSM),20130110,2012,,,557,565
Standards-Based Architectures for Content Management,"Univ. Politec. de Catalunya, Barcelona, Spain",IEEE MultiMedia,20131122,2013,20,4,62,72
Strider: automatic rate adaptation and collision handling,"Stanford University, Stanford, CA, USA",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,158,169
Finding protocol manipulation attacks,"University of Southern California, Los Angeles, CA, USA",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,26,37
What's the difference?: efficient set reconciliation without prior context,"University of California at Irvine, Irvine, CA, USA",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,218,229
GLADE: a scalable framework for efficient analytics,"University of California, Merced, Merced, CA",ACM SIGOPS Operating Systems Review,20121018,2012,46,1,12,18
MPLS-TE and MPLS VPNS with openflow,"Stanford University, Stanford, CA, USA",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,452,453
SEEP: exploiting symbolic execution for energy-aware programming,Friedrich-Alexander University Erlangen-Nuremberg,ACM SIGOPS Operating Systems Review,20121018,2011,45,3,58,62
Soft error benchmarking of L2 caches with PARMA,"University of Southern California, Los Angeles, CA, USA",ACM SIGMETRICS Performance Evaluation Review,20121018,2011,39,1,85,96
On the use of code mobility mechanisms in real-time systems,"CISTER Research Centre/School of Engineering of the Polytechnic Institute of Porto, Porto, Portugal",ACM SIGBED Review,20121018,2011,8,4,16,21
jMarkov package: a stochastic modeling tool,"Universidad de los Andes, Bogota D.C., Colombia",ACM SIGMETRICS Performance Evaluation Review,20121018,2012,39,4,48,48
HipG: parallel processing of large-scale graphs,"VU University Amsterdam, Amsterdam, Netherlands",ACM SIGOPS Operating Systems Review,20121018,2011,45,2,3,13
Supporting novel home network management interfaces with openflow and NOX,"University of Nottingham, Nottingham, United Kingdom",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,464,465
Poster: on the capacity delay error tradeoff of source coding,"Institute of Communications Technology, Leibniz Universit&#228;t Hannover",ACM SIGMETRICS Performance Evaluation Review,20121018,2011,39,2,72,72
Multicasting MDC videos to receivers with different screen resolution,Purdue University,ACM SIGMETRICS Performance Evaluation Review,20121018,2011,39,3,122,124
Finding resource-release omission faults in Linux,LIP6-Regal,ACM SIGOPS Operating Systems Review,20121018,2011,45,3,5,9
Performance driven multi-objective distributed scheduling for parallel computations,"IBM Research - India, New Delhi",ACM SIGOPS Operating Systems Review,20121018,2011,45,2,14,27
A core language for executable models of cyber physical systems: work in progress report,"Halmstad University, Halmstad, Sweden and Rice University, Houston, TX",ACM SIGBED Review,20121018,2011,8,2,39,43
Designing a testbed for large-scale distributed systems,"Technische Universit&#228;t Darmstadt, Darmstadt, Germany",ACM SIGCOMM Computer Communication Review,20121018,2011,41,4,400,401
Configuration coverage in the analysis of large-scale system software,"Friedrich-Alexander University Erlangen-Nuremberg, Germany",ACM SIGOPS Operating Systems Review,20121018,2011,45,3,10,14
High confidence embedded software design: a quadrotor helicopter case study,"Vanderbilt University, Nashville, TN",ACM SIGBED Review,20121018,2011,8,2,44,47
DEFCAM: A design and evaluation framework for defect-tolerant cache memories,University of Pittsburgh,ACM Transactions on Architecture and Code Optimization (TACO),20121018,2011,8,3,1,29
WiSec 2011 demo: demonstrating self-contained on-node counter measures for various jamming attacks in WSN,"IHP, Im Technologiepark 25, D-15236 Frankfurt (Oder), Germany",ACM SIGMOBILE Mobile Computing and Communications Review,20121018,2011,15,3,39,40
A method for Hensel code overflow detection,"Towson University, Towson, MD",ACM SIGAPP Applied Computing Review,20121018,2012,12,1,6,11
Experience building non-functional requirement models of a complex industrial architecture (abstracts only),,ACM SIGMETRICS Performance Evaluation Review,20121018,2011,39,3,11,11
SocialMesh: Can networks of meshed smartphones ensure public access to twitter during an attack?,Tropos Networks,IEEE Communications Magazine,20120606,2012,50,6,99,105
When the Software Goes Beyond its Requirements -- A Software Security Perspective,"Dept. of Comput. Sci., Kean Univ., Union, NJ, USA",2012 Ninth International Conference on Information Technology - New Generations,20120531,2012,,,403,408
Social Television: Enabling Technologies and Architectures,"Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA",Proceedings of the IEEE,20120510,2012,100,Special Centennial Issue,1395,1399
Vision algorithms for automated census of animals,"Cybernet Systems Corporation, Ann Arbor, MI, USA",2011 IEEE Applied Imagery Pattern Recognition Workshop (AIPR),20120403,2011,,,1,5
Reversible video stream anonymization for video surveillance systems based on pixels relocation and watermarking,"Gdansk University of Technology, Multimedia Systems Department, Narutowicza 11/12 80-233 Poland",2011 IEEE International Conference on Computer Vision Workshops (ICCV Workshops),20120116,2011,,,1971,1977
Similarity Calculation with Length Delimiting Dictionary Distance,"Dept. for Intell. Syst., Univ. of Stuttgart, Stuttgart, Germany",2011 IEEE 23rd International Conference on Tools with Artificial Intelligence,20111215,2011,,,856,864
Lossless Compression of Hyperspectral Imagery,"Dipt. di Inf. ed Applicazioni R. M. Capocelli, Univ. degli Studi di Salerno, Fisciano, Italy","2011 First International Conference on Data Compression, Communications and Processing",20111027,2011,,,157,162
Development of a Video Streaming Module for Moodle,"Dept. of Inf. Sci., Saga Univ., Saga, Japan","2011 International Conference on Complex, Intelligent, and Software Intensive Systems",20110818,2011,,,634,638
Cloudifying source code repositories: how much does it cost?,Cornell University,ACM SIGOPS Operating Systems Review,20110708,2010,44,2,24,28
Why panic()?: improving reliability with restartable file systems,"University of Wisconsin, Madison",ACM SIGOPS Operating Systems Review,20110708,2010,44,1,25,29
Fived: a service-based architecture implementation to innovate at the endpoints,"University of California, Santa Cruz, Santa Cruz, CA, USA",ACM SIGCOMM Computer Communication Review,20110708,2010,40,4,419,420
Wireless network coding and concurrent MAC: are these approaches complementary?,University of South Carolina,ACM SIGMOBILE Mobile Computing and Communications Review,20110708,2010,14,1,19,21
Visual and algorithmic tooling for system trace analysis: a case study,"IBM T.J. Watson Research Center, Hawthorne, NY",ACM SIGOPS Operating Systems Review,20110708,2010,44,1,97,102
Towards architecture independent metrics for multicore performance analysis,Purdue University,ACM SIGMETRICS Performance Evaluation Review,20110708,2010,38,3,10,14
The 2nd workshop on active internet measurements (AIMS-2) report,"University of California, San Diego, La Jolla, CA, USA",ACM SIGCOMM Computer Communication Review,20110708,2010,40,5,53,58
On coding concurrent transmissions in wireless networks,"Georgia Institute of Technology, Atlanta, GA, USA",ACM SIGMOBILE Mobile Computing and Communications Review,20110708,2010,14,2,4,6
Efficient error estimating coding: feasibility and applications,"National University of Singapore, Singapore, Singapore",ACM SIGCOMM Computer Communication Review,20110708,2010,40,4,3,14
Filet-o-fish: practical and dependable domain-specific languages for OS development,"ENS Cachan-Bretagne, France",ACM SIGOPS Operating Systems Review,20110708,2010,43,4,35,39
Challenges and opportunities for efficient computing with FAWN,Carnegie Mellon University,ACM SIGOPS Operating Systems Review,20110708,2011,45,1,34,44
Reliability analysis of deduplicated and erasure-coded storage,"Hewlett-Packard Laboratories, Palo Alto, CA",ACM SIGMETRICS Performance Evaluation Review,20110708,2010,38,3,4,9
Performance analysis of the OP2 framework on many-core architectures,University of Oxford,ACM SIGMETRICS Performance Evaluation Review,20110708,2011,38,4,9,15
An asynchronous multi-relay cooperation protocol exploiting rateless codes,"Tsinghua University, Beijing, China",ACM SIGMOBILE Mobile Computing and Communications Review,20110708,2010,14,2,1,3
Techniques and tools for implementing IEEE 754 floating-point arithmetic on VLIW integer processors,"Universit&#233; de Lyon, France",Proceedings of the 4th International Workshop on Parallel and Symbolic Computation,20110708,2010,,,1,9
Should we worry about memory loss?,"University of Warwick, UK",ACM SIGMETRICS Performance Evaluation Review,20110708,2011,38,4,69,74
Tool release: gathering 802.11n traces with channel state information,"University of Washington, Seattle, WA, USA",ACM SIGCOMM Computer Communication Review,20110708,2011,41,1,53,53
Code-partitioning gossip,Cornell University,ACM SIGOPS Operating Systems Review,20110708,2010,43,4,40,44
Architecture optimisation with currawong,"NICTA and the University of New South Wales, Sydney, Australia",ACM SIGCOMM Computer Communication Review,20110708,2011,41,1,115,119
Log-based architectures: using multicore to help software behave correctly,Intel Labs Pittsburgh,ACM SIGOPS Operating Systems Review,20110708,2011,45,1,84,91
Designing coded feedback for efficient network coding based opportunistic routing,"Purdue University, West Lafayette, IN",ACM SIGMOBILE Mobile Computing and Communications Review,20110708,2010,14,1,10,12
A study of secure deployment of wireless technology in the medical fields,"Isra University, Amman, Jordan",Proceedings of the 1st International Conference on Intelligent Semantic Web-Services and Applications,20110708,2010,,,1,4
Optimal recovery of single disk failure in RDP code storage systems,"University of Science and Technology of China, Hefei, China",ACM SIGMETRICS Performance Evaluation Review,20110708,2010,38,1,119,130
Elon: enabling efficient and long-term reprogramming for wireless sensor networks,"Zhejiang University, Hangzhou, China",ACM SIGMETRICS Performance Evaluation Review,20110708,2010,38,1,49,60
SoftCast: one-size-fits-all wireless video,"Massachusetts Institute of Technology, Cambridge, MA, USA",ACM SIGCOMM Computer Communication Review,20110708,2010,40,4,449,450
